Species,BBW,BBZ,BLG,HH,HZ,JJ,JL,LCG,LH,LHH,LHK,MJ,NL,NL2,NL6,NL7,OJ,SY,SYC,WSK,YR,YRS,ZJ,ZJJ
s__Ectothiorhodospira_sp._BSL-9,1694,2076,1840,8842,10242,8176,3450,7964,9222,2984,1088,4682,1248,1786,2190,2164,7246,5982,3658,992,5298,8864,1802,2134
s__Oscillatoria_sp._PCC_10802,1630,1060,1880,2728,4892,23374,892,3198,2246,1624,31170,2076,1596,3048,1866,2834,3002,1776,3810,1258,1676,2852,2478,1824
s__Methylibium_sp._Root1272,1466,554,14512,1032,4770,766,1372,5982,1692,1138,11340,8508,2706,2110,2924,2844,4320,2480,1086,15534,1552,706,8088,6626
s__Arenimonas_malthae,2372,1552,11814,7266,5824,1106,2238,4980,6742,2462,6332,7678,1866,1380,2712,3756,4328,3988,6068,4838,4240,4634,2784,3120
s__bacterium_JGI-10,1908,878,4726,2404,10314,25380,1450,6960,2208,2080,1724,3860,2412,5758,2394,3368,4946,2154,4398,2174,1728,2592,2390,5342
s__unclassified_g__Pseudomonas,2332,1652,5346,6994,8636,8722,2652,6062,7060,2834,5470,3962,1852,2212,2498,3126,5996,4886,3598,3458,3924,5644,1932,2554
s__Desulfobulbus_propionicus,1654,1362,2416,11406,2262,3042,1070,2192,3346,20714,3312,2088,1550,3490,2028,1396,1562,11126,3704,1816,4354,3968,11594,1882
s__Herpetosiphon_geysericola,2744,1358,3072,3306,4422,36238,1542,3758,2762,2792,862,3478,1778,2496,2570,3388,3550,2152,9514,1224,2024,3120,3082,1806
s__Mariprofundus_ferrooxydans,28038,1698,1850,5726,6168,7090,2208,5102,4984,2792,932,3066,1442,2012,2122,3298,4484,4084,3626,1032,2970,5456,1262,1580
s__Noviherbaspirillum_sp._Root189,2148,814,11064,2282,7250,10280,1656,7916,2580,1038,8886,5250,2894,3580,2754,3138,4562,2664,1808,9058,1828,1662,3522,4288
s__unclassified_g__Thioalkalivibrio,1838,2370,2410,7842,8758,11922,3684,6814,7464,2402,1684,4516,1402,1428,2186,2332,6486,5384,4638,1496,4662,6774,2026,2400
s__Thalassiosira_oceanica,412,1178,3850,17904,4372,3204,5840,13540,5980,8898,1828,3798,390,146,456,220,4368,3888,5438,5766,674,4176,4280,2292
s__Acidobacteriaceae_bacterium_KBS_83,3000,1282,4442,2960,7500,20960,1328,4356,2820,1944,3156,4206,5544,6192,3114,4428,3918,2154,4482,3368,2104,2904,2480,4064
s__Lutibaculum_baratangense,8410,6114,1590,3872,6488,8224,1970,4662,3350,2770,864,3304,4800,3156,7030,8888,4182,3478,3304,1192,3922,4348,2956,3752
s__unclassified_g__Nocardioides,6798,2298,2102,2740,3114,3418,1300,2976,2070,3910,1146,7928,4466,1928,4378,8812,2550,2258,22858,986,2304,2362,8074,1766
s__Bradyrhizobium_japonicum,3930,2668,3088,3310,8474,9618,1392,4952,3604,1448,2064,3864,5692,8686,4524,9972,5040,3118,2162,2302,2846,3064,3864,2748
s__Flexithrix_dorotheae,1850,1770,2648,7940,6080,19300,1594,6014,6236,4748,1232,4756,1234,1854,1774,2554,3570,4412,10074,918,3450,4804,1104,1820
s__Fulvivirga_imtechensis,1294,1184,3616,4842,7810,12594,1612,8386,4698,3382,1136,4194,808,1044,1360,2698,2622,2858,26922,898,2136,3202,1018,1178
s__Variovorax_sp._URHB0020,3312,1448,10116,2548,4582,2652,1514,3630,2608,1870,10144,5696,4176,5276,3634,5092,2792,2710,1946,10928,2102,2118,5096,5264
s__Rhizobacter_sp._Root1221,1312,368,13174,1314,5066,2366,1482,5954,1668,1088,9812,8498,2252,1936,2902,2734,4756,2942,1538,13928,1560,1160,8026,5410
s__Thermomicrobium_roseum,2956,1234,3304,2160,7250,26204,1126,5194,2210,1890,1146,5158,2916,3994,3694,5414,4608,2466,3984,1740,2572,2626,4528,2670
s__unclassified_p__Thaumarchaeota,196,82,494,752,28320,510,15960,8108,7822,36,6,7122,532,526,1164,1616,15604,3602,686,24,576,2300,2608,916
s__Porticoccus_hydrocarbonoclasticus,1642,2060,8010,9444,8902,3366,2698,6404,8098,3386,3644,3638,946,1002,2080,2304,5106,4332,5212,2002,4420,7346,1644,1868
s__Polaromonas_sp._JS666,1494,504,12494,2236,7014,2708,1644,7784,2930,1080,8402,5864,2490,2586,2476,3006,5244,3838,1380,10348,2082,2556,5098,4236
s__Arenimonas_metalli,1536,1998,11608,8142,6614,964,2284,6316,7952,2378,5156,4746,1092,778,1960,2360,4878,4496,5410,3902,4400,5918,2098,2316
s__Acidobacteriaceae_bacterium_URHE0068,3306,1038,4136,2992,5206,23448,1220,3664,3042,1838,4802,3872,4860,4902,2574,3568,3180,1740,3674,4200,2288,2928,2604,3494
s__Labrenzia_aggregata,6518,4354,798,10334,3024,5016,1646,2456,5914,9366,502,2858,3666,1974,5734,6902,2072,3360,2856,694,6252,5646,2734,3494
s__Rhodopirellula_sp._SWK7,4806,4348,2980,5452,8920,8952,1536,7244,3746,4076,1978,3792,2212,2436,3596,5676,4654,4050,3130,1726,4490,4024,1626,2468
s__Lacimicrobium_alkaliphilum,1220,2526,1634,10880,8194,1682,3556,8630,11234,2274,558,4298,620,430,1582,1696,6570,4768,6818,584,5468,8948,2056,1686
s__Chitinimonas_koreensis,1872,626,9556,3446,6972,4656,2008,6884,4168,846,7418,4966,2678,2510,2654,3872,4640,3320,2604,8834,2526,2600,4208,4046
s__Dinoroseobacter_shibae,5528,4592,540,11270,3720,1572,1532,2720,7144,6110,258,3070,1938,698,2940,4700,2970,3078,3380,188,14528,9986,2954,2220
s__Desulfotignum_balticum,1652,2030,1566,9364,2562,8886,1450,2610,3778,29194,2518,1970,1594,3658,2422,1774,1936,3404,2686,1420,3088,4820,1074,2148
s__Rhizobiales_bacterium_YIM_77505,4800,3014,5764,2484,6642,6064,1606,4242,2428,1548,4242,3974,4864,6110,5266,7624,3994,2788,1848,4636,3328,2970,3888,3434
s__Stappia_stellulata,7126,6056,1488,4888,4804,10846,1918,4442,4554,2780,660,3412,3552,1758,5622,6780,3650,3452,2262,858,5042,5548,2732,3258
s__gamma_proteobacterium_IMCC3088,3768,3134,2072,9072,7134,1014,2706,5822,8418,4758,1394,3970,2768,2166,4130,4968,5218,4000,2708,1150,4604,5662,2742,3712
s__Gammaproteobacteria_bacterium_BRH_c0,1652,1556,9748,7250,9224,5446,2388,5830,6310,2614,5312,3352,1110,964,2190,2478,5282,3788,4512,3022,3724,5370,1604,1922
s__endosymbiont_of_Tevnia_jerichonana,1978,1626,894,8338,6254,14384,2716,6286,7728,3590,750,3186,1406,2202,2166,1810,5632,5880,3212,376,4000,9010,1210,1894
s__Oleiagrimonas_soli,1834,2110,2586,8894,6482,16488,2332,5614,7190,2312,1176,3852,1116,1112,1604,1780,4892,3578,5522,1234,4530,6364,1558,1886
s__Candidatus_Acetothermus_autotrophicum,2392,1052,3148,2534,6116,28976,1170,5550,2350,1660,940,4934,2180,3004,2560,3484,4984,2356,4662,1116,2098,3190,3310,2230
s__Hahella_ganghwensis,1480,2150,2396,9544,8732,4744,2854,6948,10704,3066,1122,4094,838,1014,1726,2120,6434,5078,3988,978,4702,7956,1586,1702
s__Altererythrobacter_epoxidivorans,4804,6246,1418,6400,3914,1514,3420,4012,5828,2076,938,4892,2400,712,2638,3928,3722,8618,6228,944,7484,4094,6972,2680
s__Bacteroidetes_bacterium_OLB12,802,722,21312,1382,17506,4326,576,20832,1362,1008,6652,2474,460,412,714,940,2704,1240,2964,3248,1184,1446,628,900
s__unclassified_g__Streptomyces,6622,2924,2708,4416,5864,8578,960,4774,2230,4954,1360,4194,3508,3820,4752,7180,4056,3174,4876,1270,2944,2934,5102,2088
s__unclassified_g__Chloroflexus,2594,1576,3002,3140,4668,28722,1368,4406,2972,2414,1048,3472,1778,2768,2898,3616,3642,2516,5994,1336,2518,3414,3062,2122
s__Desulfobacula_sp._TS,2196,2886,1224,7760,2418,5870,1824,3332,4356,21520,1928,2348,2370,5532,3482,3034,2284,3978,1728,780,3436,7178,1010,2526
s__gamma_proteobacterium_HIMB55,1060,1886,1956,9602,10412,1460,3414,8898,11650,1634,680,4690,714,498,1438,1576,7398,5706,3258,598,5148,6948,2210,1966
s__Gaetbulibacter_saemankumensis,1972,1420,734,14426,1318,1322,918,3694,9550,5616,402,4738,1338,1090,2504,2436,1062,23088,6462,194,2670,3538,1076,2864
s__Scytonema_millei,2120,2056,2900,6236,7870,10016,2596,5712,6502,1726,2676,4452,1506,2014,2582,3228,5382,3884,5670,1902,3632,5148,2354,2240
s__Candidatus_Kuenenia_stuttgartiensis,1432,1392,2944,4576,7018,21044,1414,4730,2830,4478,2086,4252,2258,6580,2376,2924,3418,2926,2676,2048,2032,4394,1668,2646
s__Microbulbifer_sp._HZ11,2672,1542,1686,6284,5294,1084,8198,4658,6236,1946,1114,11026,2664,1162,4118,11490,4392,3424,3164,796,3072,5312,1336,1314
s__Rhodobacter_sp._CACIA14H1,5186,1596,4658,5236,2590,926,922,2442,3940,3352,4658,3736,2430,586,3308,4024,1784,17148,1860,1576,6226,3196,8536,3994
s__Planctomycetes_bacterium_DG_20,1356,1108,2848,2290,8228,35972,1018,4442,1772,1896,2510,2152,1802,4586,2140,2460,3088,2040,2336,2218,1624,2578,1114,2318
s__Candidatus_Phaeomarinobacter_ectocarpi,4404,3620,2194,4442,10232,4574,2578,6200,5036,2116,900,4232,2542,2104,4394,4950,6836,4008,2930,2558,3228,4290,2334,2828
s__bacterium_BRH_c32,1158,728,9522,3312,5402,11642,1146,4008,3166,10244,2676,3056,1894,4842,1828,1718,2710,2632,8932,2594,2874,2540,1318,3396
s__Marichromatium_gracile,2708,1974,2146,6154,6710,7310,2518,4752,5414,7848,1974,3534,2122,3084,3172,2738,4642,4968,3238,1442,3684,6630,1702,2704
s__Colwellia_psychrerythraea,1618,3352,1206,12314,5568,1798,3018,5460,12168,3456,434,3316,850,690,1762,1706,4860,4364,4696,434,6276,10936,1258,1604
s__Pseudomonas_fluorescens,2936,1610,3846,5290,7160,6288,1944,5576,6110,2810,3196,3736,2796,3858,3350,4180,5038,3608,2868,2714,3096,5290,2480,3294
s__Candidatus_Nitrosopumilus_salaria,222,18,756,976,26588,236,11072,9764,4438,168,58,8888,690,750,1396,1824,14232,2406,2198,54,492,2114,2554,1034
s__Intrasporangium_oryzae,6004,1426,2104,1618,1684,2410,728,2034,1546,3000,1302,24978,6434,3344,5288,10192,1730,1404,6116,1140,1270,1264,4062,1642
s__Microbulbifer_agarilyticus,2380,1902,1548,7342,5944,2910,5192,5590,7030,2504,774,7914,2216,1512,3592,7802,4988,3524,3586,814,3640,5810,1864,1698
s__Methyloversatilis_discipulorum,1916,606,9814,3710,6138,3610,1608,5912,2834,1504,7264,4848,3818,4118,2748,3170,3578,2818,1940,7452,2060,2350,3798,4430
s__Thioclava_atlantica,3540,1348,1224,9990,2648,2632,810,2036,6482,2378,234,5740,1338,550,2854,2772,1910,28046,2150,224,4694,3296,3308,1808
s__Hydrogenophaga_sp._Root209,722,148,7934,856,3054,712,876,4050,1386,1362,5784,3824,1648,1430,2408,1364,1926,36554,1012,6512,1064,552,4082,2712
s__Candidatus_Magnetobacterium_casensis,526,366,4614,1368,2240,35696,622,2570,1276,964,3840,1486,4242,15848,1436,1370,1604,1244,710,3148,894,1482,1250,3074
s__Azoarcus_sp._BH72,1902,628,11508,2178,5352,2914,1634,5796,2800,2244,7980,4752,3724,4004,2550,3436,3206,3258,1716,8752,1774,2126,3222,4404
s__Candidatus_Methanoperedens_sp._BLZ1,1010,422,1758,1504,2086,22880,578,2152,1246,1398,916,1356,2872,38354,1258,1350,2126,1188,1180,1242,826,1760,1376,1008
s__Ralstonia_solanacearum,2482,1534,10182,1534,5262,3624,1660,5716,2310,1396,8268,4252,3220,3254,2646,3294,3556,3924,1788,9284,2856,1510,3606,4362
s__Confluentimicrobium_sp._EMB200-NS6,4824,2946,1180,11614,2980,1602,1334,2646,7054,4908,208,3434,2068,914,2892,4042,2736,4508,3382,272,12414,8102,2962,2454
s__Ruegeria_sp._CECT_5091,4170,4728,804,10646,5086,1010,2834,4372,8116,2504,156,5318,1838,910,3238,3998,4144,3906,2624,216,7172,7976,2810,2688
s__Thermorudis_peleae,2304,780,2606,1728,5494,30270,964,3402,1726,1778,1174,3616,2566,3928,3158,5554,3516,2098,3240,1330,2160,1938,3530,2402
s__Desulforegula_conservatrix,1590,1602,5726,5828,2638,6856,1568,3314,3960,10226,7730,2400,2484,4922,2820,2290,2438,3524,2616,5292,2582,4082,1598,2918
s__Nocardioides_sp._JS614,5456,1770,2360,2736,2672,2656,932,2682,1920,3128,1078,6820,3718,2072,3780,8062,2330,2002,19650,1124,2726,2200,7102,1540
s__Sedimentitalea_nanhaiensis,5166,3954,678,9214,3532,928,1444,2600,6118,14760,296,3222,2122,726,3294,4048,2934,3528,2840,294,7606,6472,2342,2240
s__Candidatus_Nitrosopumilus_sp._D3C,180,62,524,758,27398,488,12400,8884,5572,112,8,6856,648,730,1226,1832,13026,2708,752,18,578,2388,2204,940
s__Teredinibacter_sp._1162T.S.0a.05,1364,2188,1374,9668,7876,4098,3268,7238,9284,2332,548,3514,888,902,1708,1862,5702,4570,6470,596,4680,7040,1568,1552
s__Pirellula_sp._SH-Sr6A,3128,2536,5938,2854,11296,7262,1300,6668,2562,2584,3692,3084,1878,2122,2732,3938,5822,4282,2772,3374,3858,2362,2092,2060
s__endosymbiont_of_Riftia_pachyptila,1978,1920,1006,7436,6618,9676,2576,5658,6666,3570,852,3594,1508,2426,2262,1790,5348,6182,3056,550,3932,8328,1254,2000
s__Zavarzinella_formosa,1618,1078,13660,2224,10420,13358,1150,4332,2166,1860,2202,3168,1958,3026,2206,3046,4634,2756,3942,3046,2144,2198,1552,2174
s__Rhodocyclaceae_bacterium_Paddy-1,1666,408,10614,1520,7484,2274,1172,10080,2500,1182,7566,3888,3040,3514,2232,3044,3714,3158,1624,8728,1964,1398,3022,3968
s__Patulibacter_medicamentivorans,5630,4180,2750,1206,5342,1246,626,4748,1148,730,872,3210,4872,13922,5926,10408,4866,2216,2732,1116,2106,1330,6186,2308
s__Marinithermus_hydrothermalis,1734,996,1902,4830,7408,17146,1430,6390,5254,1652,576,3730,1406,2132,2392,3480,5256,3854,4426,784,3324,4676,2876,1836
s__Geobacter_soli,852,654,7228,2802,5260,14106,1148,4984,3008,3320,6730,2944,2450,6588,1866,1726,3352,4450,2132,4724,1708,2076,1824,3520
s__Lautropia_mirabilis,974,118,16912,424,9452,348,1432,22196,2386,422,2220,7176,1324,1360,1630,1364,5794,4362,628,1946,834,124,3692,2298
s__OM182_bacterium_BACL3_MAG-120507-bin80,974,1002,974,6428,19182,1118,2810,10142,7858,1142,386,3540,570,368,1190,1388,9412,4620,4170,528,3710,5028,1426,1222
s__Curvibacter_sp._PAE-UM,1514,310,11532,1124,5008,8158,1258,6042,1464,904,7868,5766,2468,2614,2084,2476,3608,2676,1172,10158,1418,562,4126,4724
s__Azospirillum_lipoferum,1860,1062,3770,3466,7938,17702,1904,5952,3752,1980,2416,2942,1946,2206,2412,3296,4700,2868,2738,2802,2620,4356,2316,1966
s__Myxococcus_hansupus,1352,942,7634,3928,6860,15384,1280,5324,4116,1820,1760,3886,2242,2766,2188,3000,4044,2570,5276,2302,2516,3392,1902,2400
s__Rubinisphaera_brasiliensis,2314,2594,3094,4044,10952,12462,1472,5782,3326,2884,750,3914,1474,2058,2410,3798,5038,3464,5182,1012,4008,3488,1504,1658
s__Aromatoleum_aromaticum,1794,632,10090,1854,6736,4390,1380,5382,2388,3284,7068,4748,3570,3754,2500,4426,3636,2276,1454,7320,1680,1754,3098,3420
s__unclassified_g__Hyphomicrobium,10372,5368,1982,2166,2610,1312,968,2860,1736,1414,1066,3582,5584,4964,8468,13098,2432,2372,874,2114,3546,2688,4216,2680
s__Mangrovimonas_sp._ST2L12,1620,804,1214,8666,1900,406,1008,3954,11498,3148,228,8252,836,510,1696,2072,1240,16298,14420,144,2302,2006,770,3236
s__Rhodobacter_sphaeroides,5222,1920,2770,7180,3472,1082,1230,2632,4772,4556,1424,4402,2284,768,3410,4762,2334,8938,2770,844,7764,4874,5550,3172
s__Siansivirga_zeaxanthinifaciens,588,552,668,4910,1162,356,460,3434,5812,3770,188,3486,254,102,2028,700,650,49854,4994,144,1262,846,406,1366
s__Candidatus_Magnetoovum_chiemensis,828,568,4086,1842,2652,30318,606,3232,1082,2156,3128,1690,4010,14448,1416,1640,2170,1550,960,2962,968,1616,1162,2812
s__Geobacter_lovleyi,1346,574,7656,3492,5056,8100,1116,4306,3206,2418,9342,2776,2284,5622,2328,2226,3104,4360,3384,5590,1802,2530,1866,3308
s__uncultured_Acetothermia_bacterium,1872,876,3554,2144,5142,30352,994,4382,2198,1580,944,2782,1828,3818,2124,3132,3710,2244,3144,1458,1826,2674,2948,2052
s__Salinimicrobium_terrae,340,238,302,1402,744,1126,188,386,3218,864,136,698,174,258,242,436,420,408,74154,114,398,1028,184,244
s__unclassified_g__Mycobacterium,7416,2358,4892,1694,3244,2264,838,2926,1416,1698,2236,2456,5702,14152,3464,14296,2356,2516,1804,1194,2014,1464,3990,1242
s__Kiloniella_litopenaei,2120,2072,1038,4654,10018,15710,2906,6110,4886,1578,420,2006,1112,658,2320,2506,5862,3494,3098,460,4722,7162,1138,1328
s__Methylomonas_koyamae,1660,1854,2826,6804,7268,5670,2610,5698,6446,2792,1970,3850,1506,3372,2296,2124,5268,4158,3258,2184,3516,6260,1674,2164
s__Candidatus_Magnetobacterium_bavaricum,568,404,4282,1494,2770,34316,686,2892,1368,1542,3222,1530,3460,12580,1140,1258,2104,1482,846,2704,916,1556,1046,2724
s__Methylobacter_luteus,1828,1280,2988,4854,7924,8794,2128,5202,5086,2738,2894,3632,2034,3962,2090,2500,5274,3784,3146,3238,2820,4782,1606,2236
s__Lysobacter_daejeonensis,1554,1854,5118,5590,5422,6528,2100,5062,7210,1786,3622,5222,1450,1230,2064,2644,4438,5070,3592,3138,3530,4230,1984,2136
s__Ferriphaselus_amnicola,8686,456,30258,1298,3114,1610,1064,3004,1642,832,4384,2450,1604,1864,1368,1634,1766,1464,1112,9346,1034,1100,1858,3604
s__Sphingomonadales_bacterium_BRH_c3,8026,12724,1182,2820,2210,1046,3600,1760,2364,2172,702,2996,3432,842,2910,5136,1882,2800,3568,498,10904,1468,8714,2444
s__bacterium_JGI-2,1000,538,4224,2042,8898,19840,1168,6310,1886,1336,1338,3680,2096,5138,2010,2700,4540,1882,3566,1896,1248,2064,1880,4890
s__Propionibacterium_sp._oral_taxon_192,172,186,7582,184,142,90,330,412,150,66050,370,1158,138,128,144,300,200,92,152,7036,286,64,464,158
s__Labrenzia_alexandrii,5896,7346,804,6480,5464,1880,1906,4558,5252,2944,338,2968,2692,1734,4518,5390,3646,3212,3136,344,4926,6456,1690,2254
s__Anaeromyxobacter_sp._K,1294,368,8530,1454,5024,10642,1126,3208,1346,1178,7258,4156,4826,4400,2158,2630,3288,1638,3136,7704,1472,1600,2658,4618
s__Bacteroidales_bacterium_TBC1,988,1188,3730,11764,2312,6522,946,2970,5124,18328,2148,4676,1018,1960,1376,1366,1672,3980,3818,1654,2376,2920,1200,1636
s__Rhodobacteraceae_bacterium_HLUCCO18,6100,3614,592,7950,3160,1056,1510,2196,5280,5804,336,2996,2086,726,3182,5070,2516,2896,2980,318,13834,6600,2452,2050
s__Litoreibacter_arenae,3810,2514,852,10518,3688,1290,1292,3310,8326,3466,232,2624,1394,424,2642,3252,3412,3476,2886,262,10976,10148,2240,1904
s__Dehalococcoidia_bacterium_SM23_28_1,938,556,1568,760,5332,45348,420,2318,1252,876,470,2296,1474,3762,1592,4952,2856,996,1176,418,894,1012,1974,1500
s__Candidatus_Accumulibacter_sp._SK-12,1744,876,11112,1872,5304,4456,1276,4740,1974,2180,9462,3384,2722,3248,2058,2462,2704,2764,1802,9444,1792,1652,2362,3290
s__Hassallia_byssoidea,780,456,9460,2156,14400,10032,648,14732,2144,1222,4582,2824,796,928,926,1254,3244,1502,5152,2044,1096,1664,1418,1202
s__Beggiatoa_alba,1322,1646,2088,4356,11852,10868,3130,5568,4330,1876,2884,3074,1228,1378,1900,1712,6350,3626,2580,1612,2952,4778,1732,1706
s__Methylibium_sp._YR605,1180,260,10734,1132,3766,1424,1206,4776,1712,558,8314,8002,1948,1666,2294,2412,3832,2102,1026,11850,1214,970,7228,4628
s__Azoarcus_sp._PA01,1766,666,9958,2286,6256,3290,1290,5924,2910,1858,6246,3700,3206,3856,2132,3318,3482,2906,1696,7200,1704,2044,2920,3412
s__Derxia_gummosa,2012,296,9958,1218,3770,2136,1504,4590,2132,556,10182,4758,3056,2554,2910,3034,2676,2706,944,10532,1344,792,4018,6074
s__Stenotrophomonas_maltophilia,1640,1648,4244,6850,6194,4492,2238,5568,6234,2366,2850,3800,1166,1160,1954,2528,4406,3982,5244,2748,3394,4792,2046,2168
s__Algoriphagus_vanfongensis,352,270,252,726,938,590,318,822,806,418,210,1738,186,154,2056,356,1084,68388,2422,264,408,496,200,224
s__Draconibacterium_sediminis,1582,1294,2280,9842,2624,4034,1372,4538,5664,9286,2148,4060,986,1512,1684,1496,2098,4300,12460,950,2642,3850,1120,1842
s__Methylibium_sp._CF468,1064,264,10594,1198,3952,2082,1084,4804,1654,726,8034,7776,2028,1454,2322,2306,3880,2240,872,11438,1166,730,7104,4842
s__Marinobacterium_jannaschii,1286,1622,1414,7476,8342,6502,2790,6826,7236,2644,522,3240,908,1096,1808,2028,6112,4606,3190,444,3658,6636,1388,1538
s__candidate_division_Zixibacteria_bacterium_SM23_73,704,356,1990,798,3414,52148,458,2072,794,926,886,2154,1212,3768,1110,1374,2022,886,1396,946,462,1092,768,1382
s__Maricaulis_maris,1484,1696,1600,8864,7632,1056,2616,6810,10454,1676,698,2864,736,420,1576,1940,5352,4334,4320,946,5128,7762,1682,1470
s__Ruegeria_sp._ZGT108,4858,4924,782,9678,2316,3458,1554,2416,6128,3660,662,2682,2656,1932,3418,4696,2256,2448,2260,546,7878,7422,1928,2400
s__Elioraea_tepidiphila,2538,1582,4256,2290,8162,14166,1354,4722,2054,1654,3334,3212,2284,2410,2700,3744,4004,2030,2168,3948,2894,2506,2440,2386
s__Microbulbifer_variabilis,2082,2422,1804,8110,6048,3574,3074,5652,8078,2028,578,3946,1430,1708,2420,3260,4760,3982,3148,632,4114,6024,1668,2268
s__Myxococcus_xanthus,1546,986,8238,2022,5780,18962,830,3666,2210,1494,2402,3428,2292,2638,2152,2842,3760,1668,4386,3092,1488,1926,1758,2666
s__Mangrovimonas_sp._TPBH4,1570,978,1248,8752,1518,362,1142,3442,11910,3232,310,8002,746,332,1488,1810,914,12852,12616,240,2576,2114,988,2910
s__Psychroserpens_jangbogonensis,884,896,1560,7366,3468,160,1310,5350,13234,3066,330,6330,554,228,1330,1314,2306,14576,7060,260,2778,3146,1134,3348
s__Bacillus_vietnamensis,1350,328,72,118,240,1644,1342,192,144,76,6,580,51392,1682,4704,16616,176,92,66,22,114,146,594,128
s__Actinopolymorpha_alba,5566,2070,1744,2958,3026,13480,690,2990,1670,8058,1024,3226,2874,2182,4046,5730,2646,1968,5472,1074,2392,1480,3906,1382
s__gamma_proteobacterium_IMCC2047,770,1496,1080,5826,5676,1946,2306,4418,8120,1686,374,2662,380,400,1146,1108,24400,4172,3968,368,2590,4694,816,1162
s__Azonexus_hydrophilus,1012,520,15232,1582,4668,1212,1036,6852,2002,2354,9142,2704,1628,1920,1496,1630,2556,3642,1264,11804,1412,1318,1986,2590
s__Nitrosomonas_communis,1704,1372,6710,3910,6104,5324,1532,4286,3112,2836,3536,3032,2116,3078,1992,2538,3766,3398,2746,8598,2078,3434,1570,2680
s__candidate_division_TA06_bacterium_SM23_40,1046,682,2308,2590,5610,30714,982,3440,2616,2140,1036,3110,1434,3630,1592,2030,3064,2036,2676,1402,1444,2424,1366,2062
s__Bordetella_petrii,1950,772,7752,2312,5266,2362,1818,6344,2694,910,6838,4992,2530,2210,2764,3456,3218,2888,1632,6320,2212,2014,4008,4098
s__Prosthecomicrobium_hirschii,5758,3168,4020,2240,4302,7874,1222,3396,2170,1842,2934,3100,3824,2830,4944,6892,2918,2570,1740,3256,2316,2136,2784,3012
s__Candidatus_Brocadia_fulgida,1344,704,4426,2440,5982,16996,1158,3566,2442,2246,3560,2474,2478,7082,1846,2140,2456,2172,2588,3844,1428,2664,1492,3650
s__Rhodopirellula_sallentina,3942,3006,2362,3302,7680,8104,1184,5570,2596,3052,1448,3156,2000,2074,3128,4634,4520,3822,3224,1644,3570,3188,1592,2108
s__Euryhalocaulis_caribicus,1306,1424,2078,6996,7958,2356,2264,6174,7686,1540,1048,3290,640,714,1444,1664,5430,3988,8846,1406,4002,5822,1460,1286
s__Rhodobacteraceae_bacterium_HLUCCA08,3696,2502,1156,5722,5536,880,1500,6238,5366,3376,266,4682,1290,580,1886,2988,3880,5186,2428,162,10658,5140,3584,2088
s__Psychroserpens_mesophilus,876,454,1442,7196,2014,496,908,4696,13154,3068,90,7078,538,152,1246,1180,978,16154,11220,60,1958,1654,664,3348
s__Gloeobacter_violaceus,1608,1014,3472,2806,6876,18324,1246,4338,2842,1800,1396,3534,2010,3050,2002,3036,3952,2178,4408,1756,1902,2788,2126,2088
s__Thiorhodospira_sibirica,1608,1768,2014,6182,6800,6224,2834,5646,6918,2784,1442,3196,1150,1920,1850,1954,4798,4286,3100,1192,3754,5944,1450,1728
s__Marinimicrobium_sp._LS-A18,1372,1672,2306,7214,7442,7118,2206,6530,6742,2264,1142,3094,758,548,1590,1634,5510,4292,3826,950,3582,4910,1586,1608
s__Algiphilus_aromaticivorans,2018,1868,2166,6124,8084,2788,2468,5452,6012,1592,1748,3846,1348,1480,2204,2770,5348,3974,3958,1364,3848,5196,1958,1956
s__Psychromonas_ingrahamii,260,460,184,2288,1256,1350,484,954,62840,1502,150,570,196,250,300,396,964,1004,516,134,822,1294,250,258
s__Ferriphaselus_sp._R-1,8152,458,21098,1146,3402,5222,808,3188,1468,634,4474,2204,1726,2156,1204,1516,1968,1488,928,7776,1356,1142,1368,3112
s__Methylomonas_methanica,1296,1352,3068,5402,5734,10598,1854,4094,4650,3234,2272,2676,1358,2974,1612,1546,3714,3334,2450,4058,2780,4890,1502,1538
s__Synechococcus_sp._CB0101,3282,3940,284,1994,290,96,834,318,3444,506,226,332,4346,378,6594,10964,250,3162,196,282,8996,194,25354,1568
s__Desulfobulbus_elongatus,1352,1212,1962,7718,2360,3236,924,1840,2258,13676,2890,2014,1428,3534,1780,1240,1392,7230,2164,1516,3018,2898,8340,1654
s__Cupriavidus_basilensis,1592,732,7558,2424,6196,4654,1364,5288,3034,990,6250,3602,2298,2630,2100,2696,3612,2790,1702,6332,1960,2090,2690,3052
s__Jiangella_muralis,5330,2680,1726,2740,3964,6916,720,4104,1754,11602,650,3364,2336,1524,3404,5024,3378,2442,2756,622,3382,2318,3586,1128
s__Arenimonas_composti,1300,1490,5328,6684,5552,3304,1884,4658,6150,1946,2792,3146,1060,858,1676,2224,4042,3822,4456,2684,3822,4840,1472,1908
s__Hydrocarboniphaga_effusa,2094,1580,3580,5640,6514,2248,2288,5330,5598,1328,2932,3910,1742,1678,2156,3082,4474,3238,2796,2598,3184,4340,2106,2486
s__Desulfobacula_toluolica,1500,1922,1380,5714,2200,7028,1140,1832,2348,21256,1938,1988,1402,3332,2456,1760,1678,3246,1376,1236,2478,5050,1058,1600
s__Formosa_sp._AK20,1310,614,1244,10996,1414,30,930,3574,10464,3724,138,9346,558,262,1244,1334,914,13836,8220,88,1926,1616,660,2380
